eventid,time,latitude,longitude,country,depth,magnitude
us10008snf,1494906984610,12.7464,145.1293,"71 km SE of Inarajan Village, Guam",42.0,5.4
us10008sm6,1494889973510,23.2637,121.4488,"80 km SSW of Hualien City, Taiwan",16.31,5.3
us10008slq,1494882741040,-56.3537,-25.3846,South Sandwich Islands region,10.0,5.3
us10008skv,1494867723870,-56.5595,-25.573,South Sandwich Islands region,10.0,5.1
us10008sjn,1494854558630,-4.022,152.4781,"40 km ENE of Rabaul, Papua New Guinea",10.0,6.2
us10008sjl,1494853283520,-20.0057,168.37,"108 km WSW of Isangel, Vanuatu",10.0,5.0
us10008sif,1494836574500,-60.1694,-24.1515,South Sandwich Islands region,10.0,5.1
us10008si3,1494831936120,27.2254,130.0442,"138 km SSE of Naze, Japan",10.0,5.5
us10008whc,1494805904950,-49.5794,110.6489,southeast Indian Ridge,10.0,5.0
us10008sgl,1494799867560,-2.3943,-12.4658,north of Ascension Island,10.0,5.2
us10008sfd,1494791065160,-20.8287,-68.711,"164 km ESE of Iquique, Chile",116.0,5.7
us10008s7b,1494698459520,37.7693,57.2058,"34 km NNW of Bojn?rd, Iran",8.0,5.6
us10008s71,1494694485950,-32.9281,-72.0307,"39 km WNW of Valparaíso, Chile",14.99,5.2
us10008s59,1494674775620,12.9216,-90.0756,"78 km SSW of Acajutla, El Salvador",10.0,5.0
us10008s4p,1494665024220,84.9401,98.2153,north of Severnaya Zemlya,9.22,5.1
us10008rtx,1494586268070,12.9651,-90.1303,"76 km SSW of Acajutla, El Salvador",17.2,5.2
us10008rtu,1494585686710,12.9187,-90.0611,"78 km SSW of Acajutla, El Salvador",16.0,6.2
us10008rs7,1494567540060,-7.8361,159.6495,"34 km N of Buala, Solomon Islands",50.33,5.1
us10008rs5,1494566493640,-56.637,-25.7917,South Sandwich Islands region,10.0,5.1
us10008rri,1494550016720,-27.6765,-176.5945,Kermadec Islands region,40.0,5.6
us10008rqg,1494543033590,-56.5893,-25.6081,South Sandwich Islands region,10.0,5.1
us10008rjd,1494527644410,-56.5904,-25.7267,South Sandwich Islands region,10.0,5.0
us10008riw,1494525482740,40.0382,40.7422,"13 km NNE of A?kale, Turkey",13.43,5.1
us10008tbd,1494520932230,-56.5953,-25.7721,South Sandwich Islands region,10.0,5.0
us10008rif,1494520576260,-56.5543,-25.4383,South Sandwich Islands region,10.0,5.0
us10008rht,1494518730110,-56.6582,-25.9211,South Sandwich Islands region,10.0,5.4
us10008rhw,1494518668630,-56.5974,-25.9774,South Sandwich Islands region,10.0,5.2
us10008tbi,1494518305960,-56.5846,-25.8315,South Sandwich Islands region,10.0,5.2
us10008rhm,1494518252580,-56.6107,-25.8682,South Sandwich Islands region,11.91,5.3
us10008rhi,1494517271640,-56.5845,-25.8438,South Sandwich Islands region,13.0,5.7
ak01760vybb1,1494513390699,56.7493,-152.5231,"69 km SE of Old Harbor, Alaska",10.1,5.4
us10008rgd,1494495204460,-56.4251,-25.6042,South Sandwich Islands region,24.13,5.1
us10008re8,1494474941350,-56.451,-25.7882,South Sandwich Islands region,10.0,5.0
us10008re3,1494473061370,39.8156,48.5695,"16 km ESE of ?hm?db?yli, Azerbaijan",62.93,5.1
us10008rd4,1494465419340,-56.3574,-25.7766,South Sandwich Islands region,10.0,5.4
us10008rd3,1494464983070,-56.3967,-25.7871,South Sandwich Islands region,10.0,5.6
us10008rb6,1494458616830,-56.414,-25.7432,South Sandwich Islands region,15.0,6.5
us10008ram,1494454107580,-56.0214,-28.0078,South Sandwich Islands region,94.23,5.0
us10008rau,1494453658320,37.5941,75.4207,"143 km ESE of Murghob, Tajikistan",10.0,5.0
us10008rah,1494453501700,37.6433,75.3098,"131 km ESE of Murghob, Tajikistan",7.62,5.4
us10008r89,1494444354690,51.7638,-178.5601,"133 km W of Adak, Alaska",19.85,5.1
us10008r7c,1494438194360,-26.5279,67.6136,Indian Ocean Triple Junction,10.0,5.2
us10008r2h,1494403197450,51.7607,-178.4805,"127 km W of Adak, Alaska",11.0,5.8
us10008r0y,1494375006060,-15.6245,167.6019,"48 km ESE of Luganville, Vanuatu",124.51,5.0
us10008qyt,1494359533930,13.6487,144.9481,"14 km NNE of Yigo Village, Guam",124.6,5.4
us10008qyg,1494357349900,25.7369,125.1296,"104 km N of Hirara, Japan",116.83,5.1
us10008qv9,1494343535720,-20.4035,-173.2567,"131 km ESE of Pangai, Tonga",10.0,5.1
us10008qsy,1494339348140,13.7469,-90.5036,"30 km SE of Iztapa, Guatemala",77.85,5.1
us10008qsb,1494337930940,-14.5884,167.3767,"59 km NNE of Port-Olry, Vanuatu",169.0,6.8
us10008qrs,1494320517900,50.9282,-176.8085,"105 km S of Adak, Alaska",19.0,5.3
us10008qqm,1494320343370,51.0331,-177.0439,"97 km SSW of Adak, Alaska",16.0,5.5
us10008qnw,1494294854550,24.45,126.3174,"110 km ESE of Hirara, Japan",10.0,6.0
us10008qns,1494294112480,-47.2522,-12.204,southern Mid-Atlantic Ridge,10.0,5.0
us10008qka,1494273198930,51.6559,-178.4856,"130 km WSW of Adak, Alaska",10.0,5.0
us10008qi0,1494263313710,51.6632,-178.4278,"126 km WSW of Adak, Alaska",10.0,5.0
us10008qhu,1494262847520,51.7344,-178.5875,"135 km W of Adak, Alaska",13.0,6.2
us10008qh7,1494258449150,51.045,-176.9868,"95 km SSW of Adak, Alaska",17.0,5.9
us10008rwy,1494257703880,51.0206,-177.0151,"98 km SSW of Adak, Alaska",10.0,5.2
us10008qgx,1494257486530,51.0251,-177.0116,"98 km SSW of Adak, Alaska",17.0,5.7
us10008qfh,1494230897090,-8.0489,-76.6596,"21 km NW of Tocache, Peru",10.0,5.2
us10008qak,1494156559150,3.931,95.8694,"37 km SW of Meulaboh, Indonesia",49.34,5.0
us10008q9i,1494144515760,-18.8764,-172.8761,"119 km ESE of Neiafu, Tonga",10.0,5.0
us10008q8u,1494134945960,-34.4721,-179.798,south of the Kermadec Islands,35.0,5.0
ak0175u3s7id,1494131119095,60.1828,-151.6783,"14 km N of Ninilchik, Alaska",67.2,5.3
us10008q64,1494103399300,52.1121,-170.5434,"146 km SW of Nikolski, Alaska",31.66,5.2
us10008q5q,1494100334580,-16.9194,-73.4773,"80 km S of Atico, Peru",12.97,5.1
us10008q3x,1494082300790,-44.3017,-78.2247,"Off the coast of Aisen, Chile",10.0,5.4
us10008q25,1494064348780,36.6476,71.5463,"4 km SSE of Ashk?sham, Afghanistan",400.57,5.0
us10008q1f,1494054919230,39.4959,71.435,"29 km NNW of Karakenja, Tajikistan",10.0,5.0
us10008pz3,1494029769640,-60.827,-38.016,Scotia Sea,12.0,5.9
us10008puy,1494007115880,13.7401,92.548,"226 km N of Bamboo Flat, India",19.13,5.0
us10008pm9,1493974945060,-3.5087,131.2334,"Ceram Sea, Indonesia",10.0,5.1
us10008pk9,1493960975970,39.4789,71.4223,"28 km NNW of Karakenja, Tajikistan",10.0,5.8
us10008p44,1493864938360,-8.5791,-74.3591,"28 km SE of San Fernando, Peru",154.8,5.3
us10008nzz,1493841791400,39.5019,71.502,"29 km N of Karakenja, Tajikistan",10.0,5.1
us10008nx7,1493832294480,-56.0262,-26.6949,South Sandwich Islands region,34.49,5.3
us10008nt0,1493815368000,-16.1192,-73.4438,"21 km ENE of Atico, Peru",47.51,5.1
us10008nrz,1493801617190,42.175,46.9611,"12 km ESE of Tsurib, Russia",10.0,5.2
us10008nqa,1493788193800,-59.8077,-27.4014,South Sandwich Islands region,134.36,5.0
us10008npq,1493786833380,39.4939,71.4438,"29 km NNW of Karakenja, Tajikistan",11.0,6.0
us10008nl9,1493759531090,35.8339,60.5704,"65 km N of Torbat-e J?m, Iran",10.0,5.1
us10008n0i,1493737822440,-11.7119,-13.9378,Ascension Island region,10.0,5.9
us10008n03,1493734020240,-24.2588,-175.7662,south of Tonga,10.0,5.1
us10008qr6,1493699928410,-9.7396,159.6245,"11 km WSW of Malango, Solomon Islands",13.09,5.1
us10008mty,1493650762450,59.7953,-136.6481,"43 km NW of Mosquito Lake, Alaska",12.31,5.0
us10008ptp,1493648473010,59.7689,-136.6818,"42 km NW of Mosquito Lake, Alaska",10.0,5.7
us10008rky,1493648424380,59.7772,-136.6292,"41 km NW of Mosquito Lake, Alaska",4.09,5.6
us10008mgu,1493648295290,59.8295,-136.7042,"48 km NW of Mosquito Lake, Alaska",2.53,6.3
us10008mes,1493642958980,59.878,-136.838,"57 km NW of Mosquito Lake, Alaska",8.11,5.0
us10008mel,1493641915590,59.8209,-136.7114,"47 km NW of Mosquito Lake, Alaska",10.0,6.2
us10008mdc,1493623050830,7.0636,-104.2833,northern East Pacific Rise,10.0,5.3
us10008mck,1493608148490,-5.9739,151.1486,"121 km ESE of Kimbe, Papua New Guinea",38.23,5.0
us10008m8k,1493570249440,0.7853,98.4838,"109 km SW of Padangsidempuan, Indonesia",55.73,5.0
us10008m7z,1493563355390,42.308,142.9945,"51 km E of Shizunai-furukawach?, Japan",57.98,5.3
us10008m7l,1493558950010,-15.7425,-71.8941,"17 km SW of Maca, Peru",10.0,5.1
us10008m78,1493554964200,-28.7402,-175.7829,Kermadec Islands region,10.0,5.2
us10008m6e,1493544961700,-20.0189,-70.9694,"88 km WNW of Iquique, Chile",9.77,5.0
us10008m5k,1493529322440,-52.9318,27.4982,south of Africa,10.0,5.0
us10008m4p,1493517442160,21.2987,121.8285,"95 km N of Basco, Philippines",105.5,5.2
us10008m4b,1493509757870,18.6554,145.6294,"Pagan region, Northern Mariana Islands",200.03,5.1
us10008m3n,1493505213370,-10.1669,161.2976,"75 km WNW of Kirakira, Solomon Islands",112.48,5.1
us10008m2m,1493497379150,30.7724,131.4043,"38 km E of Nishinoomote, Japan",20.55,5.0
us10008m0g,1493469154130,30.815,131.4147,"40 km ENE of Nishinoomote, Japan",31.0,5.7
us10008m05,1493463201990,-6.1338,29.9229,"83 km ESE of Kalemie, Democratic Republic of the Congo",10.0,5.3
us10008lzr,1493460132550,-9.6687,111.8495,"171 km S of Boyolangu, Indonesia",10.0,5.5
us10008lwz,1493430362230,-33.2157,-71.9616,"36 km WSW of Valparaíso, Chile",18.79,5.1
us10008ls4,1493410997260,5.5043,125.0658,"31 km SW of Burias, Philippines",26.0,6.9
us10008lnm,1493401309010,-33.2794,-71.9578,"40 km SW of Valparaíso, Chile",17.98,5.3
us10008lm3,1493395557030,-33.1297,-71.7998,"18 km WSW of Valparaíso, Chile",27.0,5.8
us10008lm1,1493395113930,-33.2323,-72.0479,"44 km WSW of Valparaíso, Chile",22.46,5.4
us10008llp,1493394581520,-33.2401,-72.0798,"47 km WSW of Valparaíso, Chile",10.0,5.1
us10008llg,1493393406310,-33.219,-71.9694,"37 km WSW of Valparaíso, Chile",22.0,5.9
us10008lg1,1493336345730,51.2955,178.7806,"Rat Islands, Aleutian Islands, Alaska",10.0,5.1
us10008ld1,1493318805410,-16.5296,-173.6463,"65 km SSE of Hihifo, Tonga",59.0,5.5
ak0175dscmy7,1493315948314,57.6193,-155.1048,"39 km W of Karluk, Alaska",1.0,5.0
us10008lai,1493304393160,51.2081,178.6346,"Rat Islands, Aleutian Islands, Alaska",19.0,5.7
us10008lac,1493300119870,-55.7611,-30.2343,South Sandwich Islands region,31.06,5.1
us10008l82,1493269762920,-33.2652,-71.9563,"39 km SW of Valparaíso, Chile",22.51,5.1
us10008nuf,1493266163180,-58.8481,-25.3416,South Sandwich Islands region,57.04,5.0
us10008l61,1493245710590,-54.8738,-130.2992,Pacific-Antarctic Ridge,10.0,5.5
us10008l3j,1493230352360,-19.7031,-69.3496,"101 km NE of Iquique, Chile",104.68,5.4
us10008l2y,1493227873820,-17.9167,-178.4967,"232 km E of Levuka, Fiji",567.7,5.0
us10008kxh,1493182321970,1.4202,128.134,"36 km SSE of Tobelo, Indonesia",92.25,5.0
us10008kv0,1493155227090,-64.9387,177.8135,Balleny Islands region,10.0,5.2
us10008kp9,1493130914970,-20.4674,-173.6415,"103 km SE of Pangai, Tonga",10.0,5.3
us10008kgt,1493084583950,-33.1437,-72.0279,"39 km WSW of Valparaíso, Chile",21.44,5.2
us10008kds,1493072392590,12.7716,144.0112,"89 km SW of Merizo Village, Guam",35.6,5.0
us10008kcn,1493071111750,-33.1354,-72.0384,"39 km WSW of Valparaíso, Chile",17.1,5.0
us10008kcr,1493070384100,-32.9309,-71.9844,"35 km WNW of Valparaíso, Chile",13.21,5.4
us10008kcs,1493070363570,-32.9722,-72.0724,"41 km W of Valparaíso, Chile",16.35,5.2
us10008kce,1493069910820,-33.0375,-72.0617,"40 km W of Valparaíso, Chile",28.0,6.9
us10008kca,1493069340490,-6.0171,105.3705,"64 km NW of Labuan, Indonesia",50.16,5.0
us10008k7d,1493014429830,-0.1019,125.1925,"158 km SSE of Tondano, Indonesia",39.48,5.3
us10008k6d,1493004242530,10.87,-86.4531,"76 km WSW of San Juan del Sur, Nicaragua",18.92,5.0
us10008k2i,1492976410740,-33.0147,-72.1154,"45 km W of Valparaíso, Chile",20.0,5.6
us10008k20,1492970473310,-7.7404,108.0192,"44 km SSW of Singaparna, Indonesia",72.22,5.2
us10008jyr,1492929428060,46.1712,142.1756,"37 km SE of Shebunino, Russia",10.0,5.2
us10008jy5,1492924893410,-6.4689,153.2843,"244 km W of Panguna, Papua New Guinea",10.0,5.1
us10008jvr,1492914967830,-33.0354,-72.0296,"37 km W of Valparaíso, Chile",21.0,6.0
us10008jux,1492910386800,9.2681,126.2879,"10 km E of Cortes, Philippines",52.78,5.3
us10008jlu,1492793896100,0.8034,-85.3558,off the coast of Ecuador,12.61,5.4
us10008ji3,1492780162060,38.7709,29.0638,"17 km E of Selendi, Turkey",10.0,5.0
us10008jh4,1492770897540,-4.673,153.2952,"119 km ESE of Kokopo, Papua New Guinea",50.53,5.0
us10008jfy,1492747230010,-2.1582,99.6342,"155 km SSW of Padang, Indonesia",30.19,5.2
us10008jeq,1492729164600,-20.5417,-173.6017,"112 km SE of Pangai, Tonga",13.0,5.6
us10008jej,1492725854880,-36.2891,-98.4279,southeast of Easter Island,10.0,5.5
us10008je7,1492723467290,-27.5238,-67.214,"19 km W of La Puerta de San José, Argentina",119.2,5.1
us10008j9d,1492701643170,49.272,156.0701,"156 km S of Severo-Kuril’sk, Russia",38.63,5.1
us10008j80,1492688486280,44.4208,148.7261,"111 km SE of Kuril’sk, Russia",63.27,5.1
us10008j7y,1492687941700,1.0274,-85.2825,off the coast of Ecuador,10.0,5.4
us10008j1y,1492622134560,37.3094,141.8,"73 km ESE of Namie, Japan",38.46,5.0
us10008ivz,1492571319720,-38.7058,177.9278,"8 km SW of Gisborne, New Zealand",28.87,5.0
us10008iq5,1492537795790,-2.7118,-75.3035,"151 km NE of Alianza Cristiana, Peru",14.0,5.9
us10008iph,1492535507030,-18.0877,-178.369,"245 km E of Levuka, Fiji",628.0,6.0
us10008ihl,1492480123360,-21.774,-68.3456,"96 km NE of Calama, Chile",112.76,5.0
us10008igs,1492470276490,36.5405,70.8619,"36 km S of Jurm, Afghanistan",194.44,5.1
us10008ige,1492465131400,52.1249,157.4969,"98 km NE of Ozernovskiy, Russia",127.91,5.0
us10008ies,1492456467730,-13.2477,166.4107,"141 km WNW of Sola, Vanuatu",10.0,5.0
us10008id2,1492439720880,-16.1271,-173.8492,"19 km SSW of Hihifo, Tonga",96.79,5.1
us10008iaa,1492406595060,17.4498,-61.1423,"76 km ESE of Codrington, Antigua and Barbuda",16.0,5.6
us10008i9e,1492398602860,-13.3783,166.6455,"112 km WNW of Sola, Vanuatu",10.0,5.1
us10008i97,1492395690850,-13.3911,166.5962,"116 km WNW of Sola, Vanuatu",16.0,5.7
us10008i34,1492335845850,-7.3725,83.1719,South Indian Ocean,10.0,5.6
us10008hz7,1492288856390,7.7409,124.7946,"5 km E of Kalilangan, Philippines",10.0,5.0
us10008hu2,1492244383390,-23.2653,-67.7225,"62 km SE of San Pedro de Atacama, Chile",155.0,6.3
us10008hmb,1492193003760,-22.5109,-68.6594,"27 km ESE of Calama, Chile",106.09,5.3
us10008jbb,1492163565030,-56.5358,-26.4644,South Sandwich Islands region,46.36,5.0
us10008hgq,1492147778130,-12.3571,-14.7969,southern Mid-Atlantic Ridge,10.0,5.2
us10008he4,1492117896380,-5.2811,-11.5131,Ascension Island region,10.0,5.0
us10008hbv,1492103155930,-18.2279,-178.1683,"266 km E of Levuka, Fiji",502.06,5.8
us10008hbd,1492100536250,37.1253,28.6913,"24 km E of Ula, Turkey",10.0,5.0
us10008hb9,1492099546660,5.7278,127.3001,"142 km ESE of Pondaguitan, Philippines",10.0,5.5
us10008h52,1492054972180,-31.0061,-71.5482,"55 km SW of Ovalle, Chile",38.17,5.4
us10008h4w,1492052312730,-12.3413,-14.7744,southern Mid-Atlantic Ridge,10.0,5.3
us10008h1u,1492027265640,7.7228,124.8623,"9 km S of Adtugan, Philippines",10.0,5.5
us10008gsq,1491945660860,7.6766,124.8119,"8 km N of Osias, Philippines",8.28,5.8
us10008gq8,1491934135360,5.7491,127.2785,"139 km ESE of Pondaguitan, Philippines",10.0,5.1
us10008gpc,1491932479150,5.742,127.3149,"143 km ESE of Pondaguitan, Philippines",9.0,5.2
us10008gmw,1491926150120,5.7712,127.3452,"144 km ESE of Pondaguitan, Philippines",24.94,5.0
us10008ink,1491922023790,5.7844,127.2916,"138 km ESE of Pondaguitan, Philippines",10.0,5.0
us10008gkz,1491921736530,5.7068,127.0949,"124 km SE of Pondaguitan, Philippines",12.0,5.7
us10008gk8,1491917984800,-27.6127,-70.0672,"37 km SE of Copiapó, Chile",82.85,5.1
us10008gj9,1491909760820,5.6627,127.2932,"145 km ESE of Pondaguitan, Philippines",10.0,5.3
us10008gfd,1491879038970,5.6626,127.319,"148 km ESE of Pondaguitan, Philippines",10.0,5.0
us10008gfg,1491878666660,5.7639,127.3001,"140 km ESE of Pondaguitan, Philippines",10.0,5.0
us10008ga9,1491850114670,-19.3975,167.578,"171 km N of Wé, New Caledonia",10.0,5.1
us10008gex,1491828841520,-53.1673,25.5928,south of Africa,13.07,5.0
us10008g7n,1491822491850,5.7168,127.2475,"138 km ESE of Pondaguitan, Philippines",10.0,5.1
us10008g7h,1491820727900,5.6754,127.2013,"136 km SE of Pondaguitan, Philippines",13.0,5.8
us10008g5m,1491793975800,-56.1129,-26.3488,South Sandwich Islands region,10.0,5.0
us10008g4x,1491785034580,13.0426,125.3617,"54 km NE of Cabodiongan, Philippines",10.0,5.7
us10008fz9,1491707385620,5.6837,-82.6171,"261 km S of Punta de Burica, Panama",10.0,5.2
us10008fye,1491696870750,-52.1762,139.6642,west of Macquarie Island,10.0,5.5
us10008fse,1491636549630,13.776,121.1158,"4 km SSW of Ibaan, Philippines",10.0,5.0
us10008fsd,1491635363180,13.7701,120.9354,"1 km NNW of Mabini, Philippines",14.26,5.9
us10008fsc,1491635276660,13.7049,120.9305,"3 km S of Talaga, Philippines",10.22,5.5
us10008fqc,1491612389320,84.8712,99.6788,north of Severnaya Zemlya,10.0,5.1
us10008fak,1491514079500,56.8744,162.7508,"73 km NNE of Ust’-Kamchatsk Staryy, Russia",10.0,5.1
us10008f9d,1491500424250,-29.7646,-178.5891,"Kermadec Islands, New Zealand",10.0,5.2
us10008f9c,1491499967200,-24.8277,-175.3388,south of Tonga,32.65,5.0
us10008f94,1491498921320,-17.7187,-72.6095,"96 km SW of Islay (Matarani), Peru",8.72,5.1
us10008f4a,1491452572590,18.5058,146.486,"Pagan region, Northern Mariana Islands",37.77,5.2
us10008f2b,1491430663400,-19.0206,169.5787,"65 km NNE of Isangel, Vanuatu",253.0,5.6
us10008er2,1491422845820,35.7971,60.4318,"63 km NNW of Torbat-e J?m, Iran",10.0,5.1
us10008ep4,1491410676740,14.4592,93.0491,"Andaman Islands, India region",31.8,5.3
us10008ei0,1491372552200,35.7755,60.4363,"61 km NNW of Torbat-e J?m, Iran",13.0,6.1
us10008gma,1491361852060,-55.6849,-124.7316,southern East Pacific Rise,10.0,5.0
us10008egm,1491353750440,-22.5646,25.0868,"137 km SSW of Letlhakane, Botswana",10.0,5.0
us10008ef7,1491343720600,51.1865,-176.3772,"78 km SSE of Adak, Alaska",17.0,5.6
us10008eel,1491341026110,-53.19,-48.404,South Atlantic Ocean,10.0,5.2
us10008ecq,1491324542250,13.7668,120.9709,"2 km SSW of Bolo, Philippines",10.0,5.2
us10008ebu,1491318827100,13.6826,121.1344,"2 km N of Talahib Payap, Philippines",10.0,5.3
us10008ebr,1491318451850,47.266,85.0456,"25 km SSE of Zaysan, Kazakhstan",25.33,5.1
us10008eak,1491313998980,-55.6164,-30.0013,South Sandwich Islands region,19.22,5.6
us10008ea7,1491310725540,13.5863,121.0513,"5 km SSW of Ilihan, Philippines",18.16,5.1
us10008ea0,1491309743010,51.2609,-176.4088,"69 km SSE of Adak, Alaska",23.67,5.0
us10008e99,1491302946140,51.2672,-176.4352,"68 km SSE of Adak, Alaska",26.56,5.1
us10008e98,1491302590910,12.3073,144.1866,"118 km SSW of Merizo Village, Guam",10.0,5.2
us10008fjl,1491241816960,-22.1421,25.1468,"92 km SSW of Letlhakane, Botswana",10.0,5.0
us10008e3k,1491241218560,-22.6784,25.1558,"132 km WSW of Moijabana, Botswana",29.0,6.5
us10008e2f,1491224020590,56.1601,118.1265,"73 km S of Novaya Chara, Russia",13.04,5.0
us10008e1c,1491203983570,-36.7234,78.6081,Mid-Indian Ridge,10.0,5.3
us10008e0f,1491188931210,-26.9092,26.8014,"7 km SSE of Stilfontein, South Africa",5.0,5.2
us10008dzu,1491177273280,8.9766,-82.4604,Panama-Costa Rica border region,10.0,5.3
us10008dyc,1491145877580,-11.5902,166.3081,"110 km SSE of Lata, Solomon Islands",57.84,5.0
us10008dy5,1491141314680,-3.0394,101.5421,"110 km S of Sungai Penuh, Indonesia",57.16,5.3
us10008dvh,1491097133820,-6.9809,-80.9044,"108 km W of Pimentel, Peru",10.0,5.3
us10008dry,1491034416110,45.4502,150.828,"232 km E of Kuril’sk, Russia",55.08,5.1
us10008dmt,1490985879610,-30.7579,-71.4941,"33 km WSW of Ovalle, Chile",41.5,5.2
us10008dm9,1490981123130,52.6741,-32.3187,Reykjanes Ridge,10.0,5.5
us10008dl3,1490976584700,-53.9657,3.0646,Bouvet Island region,10.0,5.1
us10008dhp,1490959261040,0.3086,120.5802,"156 km NNE of Palu, Indonesia",94.0,5.5
us10008dh0,1490954285730,15.6439,-93.1518,"7 km SE of Pijijiapan, Mexico",91.71,5.2
us10008dgc,1490943561430,-15.38,-173.6736,"64 km NNE of Hihifo, Tonga",70.82,5.0
us10008dfx,1490934908030,-5.5208,151.8471,"138 km SSW of Kokopo, Papua New Guinea",43.72,5.1
us10008ddx,1490911416480,57.0459,162.8177,"93 km NNE of Ust’-Kamchatsk Staryy, Russia",10.0,5.0
us10008ddw,1490911097440,-55.4368,-28.0975,South Sandwich Islands region,10.0,5.0
us10008ddm,1490909091790,56.7507,162.7188,"60 km NNE of Ust’-Kamchatsk Staryy, Russia",10.0,5.2
us10008dci,1490899810370,-5.6197,151.9512,"145 km SSW of Kokopo, Papua New Guinea",10.0,5.0
us10008dc7,1490897914370,-5.7597,151.5404,"157 km E of Kimbe, Papua New Guinea",10.0,5.0
us10008qbi,1490883485570,-55.6143,-26.9341,South Sandwich Islands region,10.0,5.1
us10008d9x,1490879588610,-55.7175,-27.0471,South Sandwich Islands region,10.0,5.4
us10008d92,1490863868850,-4.3584,102.3654,"62 km S of Bengkulu, Indonesia",57.83,5.0
us10008d8n,1490860642850,-5.5394,151.7792,"142 km SSW of Kokopo, Papua New Guinea",39.6,5.2
us10008d6h,1490831798220,-19.3565,168.9025,"44 km WNW of Isangel, Vanuatu",49.93,5.4
us10008d65,1490828208210,-22.3957,-12.4409,southern Mid-Atlantic Ridge,10.0,5.1
us10008d53,1490819823800,-10.9531,41.051,"86 km ENE of Mocímboa, Mozambique",10.0,5.0
us10008d3j,1490806748240,11.8982,-86.602,"13 km SW of Villa El Carmen, Nicaragua",79.53,5.1
us20008vll,1490800523470,25.7127,-110.0237,"71 km WSW of Las Grullas Margen Derecha, Mexico",17.0,5.7
us20008vkd,1490779391080,12.0255,143.0126,"226 km SW of Merizo Village, Guam",10.0,5.2
us20008vk1,1490775612110,0.0513,123.3717,"63 km SSE of Gorontalo, Indonesia",137.95,5.0
us20008vje,1490769316760,39.8997,-29.6743,"134 km ENE of Santa Cruz das Flores, Portugal",10.0,5.3
us20008vjc,1490768968740,39.6987,-29.5025,"142 km E of Santa Cruz das Flores, Portugal",10.0,5.4
us20008viu,1490765265830,56.8372,162.8089,"70 km NNE of Ust’-Kamchatsk Staryy, Russia",10.0,5.4
us20008vhw,1490762099890,56.8237,162.9736,"73 km NNE of Ust’-Kamchatsk Staryy, Russia",10.0,5.0
us20008vhl,1490760564190,56.9401,162.7861,"81 km NNE of Ust’-Kamchatsk Staryy, Russia",17.0,6.6
us20008vha,1490759341480,5.3636,-82.5942,"293 km SW of Arenas, Panama",10.0,5.3
us20008vh5,1490758226400,2.7872,125.9815,"182 km NE of Laikit, Laikit II (Dimembe), Indonesia",111.88,5.2
us20008vbe,1490716862190,-21.1643,-173.6202,"139 km E of ‘Ohonua, Tonga",10.0,5.3
us20008v4y,1490653881050,42.0424,138.5495,"175 km W of Kamiiso, Japan",5.19,5.1
us20008v4g,1490649969240,6.084,-32.9615,central Mid-Atlantic Ridge,10.0,5.1
us20008v07,1490620526600,0.6114,98.4164,"127 km SW of Padangsidempuan, Indonesia",52.48,5.1
us20008uzn,1490611820190,52.7586,172.2616,"63 km W of Attu Station, Alaska",20.0,6.2
us20008uzq,1490611730990,-59.1029,-17.7216,east of the South Sandwich Islands,10.0,5.3
us20008uxc,1490583812320,-36.2378,-71.741,"Maule - Bio-Bio border region, Chile",88.72,5.0
us20008ux9,1490582518580,-11.571,161.8783,"123 km S of Kirakira, Solomon Islands",10.0,5.1
us20008uw7,1490572506280,25.9382,99.8406,"54 km NW of Dali, China",27.61,5.0
us20008uur,1490555676310,-7.017,129.8016,"Kepulauan Babar, Indonesia",122.02,5.1
us20008uql,1490490432210,67.8162,-18.6708,"185 km N of Siglufjörður, Iceland",10.0,5.2
us20008un2,1490472232530,-3.0209,136.8606,"155 km ENE of Nabire, Indonesia",10.0,5.2
us20008ulq,1490453847810,-3.0487,136.8661,"155 km ENE of Nabire, Indonesia",33.97,5.5
us20008uj6,1490432864910,-5.1252,145.3898,"45 km WNW of Madang, Papua New Guinea",72.76,5.3
us20008uci,1490373807060,26.8934,127.2226,"79 km NW of Ishikawa, Japan",77.39,5.1
us20008uaw,1490362507230,-1.0456,67.6034,Carlsberg Ridge,10.0,5.3
us20008u8i,1490346055960,3.3117,-79.4066,"138 km NW of Mosquera, Colombia",9.49,5.2
us20008tp8,1490169747300,-6.7078,129.7661,Banda Sea,140.38,5.1
us20008tme,1490137825150,-8.4915,115.3233,"6 km ENE of Ubud, Indonesia",111.71,5.6
us20008tjf,1490108519240,-21.5765,-68.4588,"108 km NNE of Calama, Chile",125.05,5.1
us20008tj0,1490102019960,-6.0389,104.366,"119 km SW of Bandar Lampung, Indonesia",54.71,5.3
us20008thb,1490085080990,6.2863,-77.5221,"14 km WNW of Bahía Solano, Colombia",7.11,5.0
us20008te7,1490043794450,-6.1669,150.7071,"92 km SE of Kimbe, Papua New Guinea",10.0,5.0
us20008tbj,1490025357160,-7.6145,128.1917,"Kepulauan Barat Daya, Indonesia",105.18,5.0
us20008t9d,1489991616810,-5.2916,143.6157,"24 km NNW of Wabag, Papua New Guinea",90.47,5.3
us20008t93,1489983871630,-8.1097,161.0037,"80 km NNE of Auki, Solomon Islands",10.0,5.2
us20008t76,1489955699250,-60.0619,150.6832,west of Macquarie Island,10.0,5.3
